DRIVER_ID,amin,amax,Nmonths,Gender,Age,ZIP,OdoStart,OdoEnd,DeltaOdo,DeltaDays,AnnualMileage,ClaimTot,ClaimFlag
1249,2009-12-17 00:00:00,2013-06-30 00:00:00,42,M,35,43015.0,16602,52887,36285,1291 days 00:00:00.000000000,10265.7600697134,,0
1250,2013-01-19 00:00:00,2013-07-17 00:00:00,5,M,69,44903.0,22548,23371,823,179 days 00:00:00.000000000,1679.3337988826815,,0
1251,2011-02-26 00:00:00,2011-09-28 00:00:00,7,F,37,45432.0,25,4930,4905,214 days 00:00:00.000000000,8371.734813084113,,0
1252,2009-08-20 00:00:00,2009-12-18 00:00:00,5,F,36,45432.0,16351,18096,1745,120 days 00:00:00.000000000,5311.34375,,0
1253,2010-12-10 00:00:00,2012-05-25 00:00:00,16,M,72,45750.0,16947,32015,15068,532 days 00:00:00.000000000,10345.088345864662,,0
1254,2012-06-25 00:00:00,2013-08-19 00:00:00,15,M,73,45750.0,8,20972,20964,420 days 00:00:00.000000000,18231.192857142858,,0
1255,2010-09-07 00:00:00,2012-07-03 00:00:00,20,M,60,44641.0,9892,20205,10313,665 days 00:00:00.000000000,5664.395864661654,,0
1256,2010-01-12 00:00:00,2011-01-08 00:00:00,13,F,31,45440.0,30793,45094,14301,361 days 00:00:00.000000000,14469.363573407201,,0
1257,2011-02-28 00:00:00,2013-09-03 00:00:00,32,F,33,45431.0,853,46958,46105,918 days 00:00:00.000000000,18344.064542483662,,0
1258,2009-08-15 00:00:00,2013-08-31 00:00:00,42,M,64,44142.0,8817,21521,12704,1477 days 00:00:00.000000000,3141.5951252538925,,0
1259,2013-05-31 00:00:00,2013-08-29 00:00:00,4,M,73,43123.0,380,620,240,90 days 00:00:00.000000000,974.0,,0
1260,2010-07-20 00:00:00,2013-08-03 00:00:00,38,F,70,44903.0,150,40226,40076,1110 days 00:00:00.000000000,13187.17027027027,,0
1261,2011-07-26 00:00:00,2013-09-12 00:00:00,26,F,84,43571.0,8162,17562,9400,779 days 00:00:00.000000000,4407.381258023106,,0
1262,2011-04-13 00:00:00,2013-09-09 00:00:00,28,M,57,45238.0,774,16627,15853,880 days 00:00:00.000000000,6579.895738636364,2779.76,1
1263,2009-10-26 00:00:00,2013-09-05 00:00:00,47,M,80,45440.0,12774,25543,12769,1410 days 00:00:00.000000000,3307.714361702128,,0
1264,2010-05-20 00:00:00,2013-09-01 00:00:00,37,M,65,45327.0,2097,31769,29672,1200 days 00:00:00.000000000,9031.415,,0
1265,2012-06-16 00:00:00,2013-08-23 00:00:00,15,F,70,43081.0,472,9513,9041,433 days 00:00:00.000000000,7626.386258660508,,0
1266,2009-09-03 00:00:00,2013-05-26 00:00:00,35,M,72,45342.0,21972,45123,23151,1361 days 00:00:00.000000000,6213.00716385011,,0
1267,2009-10-13 00:00:00,2013-08-23 00:00:00,46,M,66,45406.0,63,33276,33213,1410 days 00:00:00.000000000,8603.580319148936,941.38,1
1268,2013-01-13 00:00:00,2013-01-13 00:00:00,1,M,76,43228.0,1505,1505,0,0 days 00:00:00.000000000,,,0
1269,2013-03-15 00:00:00,2013-03-15 00:00:00,1,F,39,45661.0,1859,1859,0,0 days 00:00:00.000000000,,,0
1270,2009-08-27 00:00:00,2011-11-26 00:00:00,25,M,67,43123.0,5077,12604,7527,821 days 00:00:00.000000000,3348.6440316686967,,0
1271,2010-04-17 00:00:00,2013-07-01 00:00:00,38,F,58,43532.0,18772,69349,50577,1171 days 00:00:00.000000000,15775.618488471393,,0
1272,2011-07-15 00:00:00,2013-08-03 00:00:00,26,F,72,43123.0,9506,29053,19547,750 days 00:00:00.000000000,9519.389000000001,,0
1273,2010-03-28 00:00:00,2011-12-18 00:00:00,20,M,69,44012.0,1432,20073,18641,630 days 00:00:00.000000000,10807.341666666667,,0
1274,2011-06-02 00:00:00,2013-09-03 00:00:00,25,F,57,45005.0,138,8812,8674,824 days 00:00:00.000000000,3844.8768203883496,,0
1275,2013-04-24 00:00:00,2013-09-21 00:00:00,5,M,43,43023.0,110276,115560,5284,150 days 00:00:00.000000000,12866.54,,0
1276,2012-11-27 00:00:00,2012-11-27 00:00:00,1,M,51,44280.0,15586,15586,0,0 days 00:00:00.000000000,,,0
1277,2010-06-26 00:00:00,2011-04-22 00:00:00,11,M,54,44641.0,658,19488,18830,300 days 00:00:00.000000000,22925.525,0.0,1
1278,2013-07-12 00:00:00,2013-07-26 00:00:00,1,F,69,45459.0,450,840,390,14 days 00:00:00.000000000,10174.82142857143,,0
1279,2011-05-02 00:00:00,2011-10-29 00:00:00,6,F,67,45459.0,6767,11793,5026,180 days 00:00:00.000000000,10198.591666666667,,0
1280,2010-12-22 00:00:00,2013-08-10 00:00:00,31,M,57,43123.0,3765,11118,7353,962 days 00:00:00.000000000,2791.7705301455303,,0
1281,2013-07-15 00:00:00,2013-08-13 00:00:00,2,F,57,44039.0,11,176,165,29 days 00:00:00.000000000,2078.1465517241377,,0
1282,2009-08-27 00:00:00,2011-05-21 00:00:00,22,M,87,45217.0,3885,5677,1792,632 days 00:00:00.000000000,1035.6455696202531,,0
1283,2011-05-10 00:00:00,2011-10-29 00:00:00,5,M,52,44129.0,1512,10230,8718,172 days 00:00:00.000000000,18513.07848837209,,0
1284,2010-11-22 00:00:00,2013-09-09 00:00:00,31,M,60,45431.0,37725,62264,24539,1022 days 00:00:00.000000000,8769.931262230919,,0
1285,2010-08-03 00:00:00,2013-08-16 00:00:00,37,M,36,43050.0,604,20019,19415,1109 days 00:00:00.000000000,6394.345130748423,4721.21,1
1286,2009-12-07 00:00:00,2013-09-04 00:00:00,40,M,80,45459.0,17,20867,20850,1367 days 00:00:00.000000000,5570.930870519385,,0
1287,2010-03-11 00:00:00,2013-09-26 00:00:00,25,M,37,45840.0,201,1195,994,1295 days 00:00:00.000000000,280.354054054054,,0
1288,2011-08-02 00:00:00,2011-09-01 00:00:00,2,F,43,44281.0,68660,69699,1039,30 days 00:00:00.000000000,12649.825,,0
1289,2013-03-03 00:00:00,2013-07-22 00:00:00,2,M,48,44109.0,80617,82442,1825,141 days 00:00:00.000000000,4727.526595744681,,0
1290,2009-09-14 00:00:00,2013-08-23 00:00:00,48,M,52,45840.0,62278,146865,84587,1439 days 00:00:00.000000000,21470.049861014595,0.0,1
1291,2011-07-02 00:00:00,2013-09-19 00:00:00,24,M,74,44112.0,11238,49283,38045,810 days 00:00:00.000000000,17155.47685185185,,0
1292,2009-12-19 00:00:00,2013-09-03 00:00:00,42,F,80,45634.0,33775,61015,27240,1354 days 00:00:00.000000000,7348.161004431315,,0
1293,2011-05-17 00:00:00,2013-07-08 00:00:00,23,M,69,44514.0,88557,96717,8160,783 days 00:00:00.000000000,3806.4367816091954,,0
1294,2009-08-08 00:00:00,2011-03-01 00:00:00,19,M,45,43068.0,54152,68433,14281,570 days 00:00:00.000000000,9151.11447368421,719.07,1
1295,2010-04-01 00:00:00,2010-08-03 00:00:00,5,M,67,45768.0,224,3466,3242,124 days 00:00:00.000000000,9549.520161290322,,0
1296,2010-10-13 00:00:00,2013-08-11 00:00:00,13,F,69,45601.0,756,26199,25443,1033 days 00:00:00.000000000,8996.181752178121,,0
1297,2010-02-22 00:00:00,2011-01-21 00:00:00,12,M,50,44601.0,362,14713,14351,333 days 00:00:00.000000000,15740.8490990991,,0
1298,2011-11-01 00:00:00,2013-09-11 00:00:00,21,M,56,44142.0,370,21187,20817,680 days 00:00:00.000000000,11181.48419117647,,0
1299,2013-03-28 00:00:00,2013-09-23 00:00:00,7,M,66,45373.0,11926,13616,1690,179 days 00:00:00.000000000,3448.449720670391,,0
1300,2009-09-10 00:00:00,2010-06-07 00:00:00,10,M,81,44313.0,16455,22412,5957,270 days 00:00:00.000000000,8058.497222222222,,0
1301,2011-09-22 00:00:00,2012-05-05 00:00:00,8,F,49,43021.0,2036,16103,14067,226 days 00:00:00.000000000,22734.388274336285,,0
1302,2009-11-29 00:00:00,2013-07-29 00:00:00,43,F,36,45840.0,78,52689,52611,1338 days 00:00:00.000000000,14361.859304932736,,0
1303,2010-11-02 00:00:00,2013-09-08 00:00:00,34,M,75,45039.0,267,30762,30495,1041 days 00:00:00.000000000,10699.614553314123,,0
1304,2009-08-22 00:00:00,2013-09-02 00:00:00,50,F,61,43145.0,22717,75335,52618,1472 days 00:00:00.000000000,13056.198709239132,8836.21,1
1305,2013-09-13 00:00:00,2013-09-13 00:00:00,1,F,76,43130.0,365,365,0,0 days 00:00:00.000000000,,,0
1306,2012-09-30 00:00:00,2012-09-30 00:00:00,1,M,48,45005.0,767,767,0,0 days 00:00:00.000000000,,,0
1307,2011-05-08 00:00:00,2012-09-08 00:00:00,17,M,48,45252.0,31377,39069,7692,489 days 00:00:00.000000000,5745.4049079754595,,0
1308,2013-07-24 00:00:00,2013-07-24 00:00:00,1,M,57,43420.0,1926,1926,0,0 days 00:00:00.000000000,,,0
1309,2010-04-22 00:00:00,2013-09-03 00:00:00,41,F,66,43357.0,1427,19615,18188,1230 days 00:00:00.000000000,5400.9487804878045,,0
1310,2010-04-04 00:00:00,2012-06-10 00:00:00,26,F,72,44512.0,10506,26447,15941,798 days 00:00:00.000000000,7296.303571428572,,0
1311,2009-08-24 00:00:00,2009-08-24 00:00:00,1,F,73,43207.0,10635,10635,0,0 days 00:00:00.000000000,,,0
1312,2010-01-22 00:00:00,2011-08-15 00:00:00,20,M,45,43055.0,874,27732,26858,570 days 00:00:00.000000000,17210.323684210525,,0
1313,2011-05-22 00:00:00,2011-11-18 00:00:00,6,M,56,43701.0,29308,35693,6385,180 days 00:00:00.000000000,12956.229166666668,,0
1314,2011-05-02 00:00:00,2012-06-26 00:00:00,13,M,32,43358.0,97821,119206,21385,421 days 00:00:00.000000000,18553.13836104513,,0
1315,2010-12-02 00:00:00,2011-06-03 00:00:00,7,M,65,43560.0,472,7505,7033,183 days 00:00:00.000000000,14037.176229508197,,0
1316,2009-11-02 00:00:00,2010-01-03 00:00:00,3,M,51,43466.0,311,2433,2122,62 days 00:00:00.000000000,12500.975806451612,,0
1317,2009-08-20 00:00:00,2012-09-03 00:00:00,38,M,69,44130.0,3475,42080,38605,1110 days 00:00:00.000000000,12703.131756756757,5396.799999999999,1
1318,2013-03-21 00:00:00,2013-07-22 00:00:00,5,F,71,44446.0,626,1660,1034,123 days 00:00:00.000000000,3070.4756097560976,,0
1319,2011-06-24 00:00:00,2013-08-09 00:00:00,25,M,59,44889.0,80781,100217,19436,777 days 00:00:00.000000000,9136.420849420849,352.54,1
1320,2011-05-28 00:00:00,2013-07-31 00:00:00,25,M,51,43917.0,42749,66900,24151,795 days 00:00:00.000000000,11095.789622641509,808.3499999999999,1
1321,2009-10-09 00:00:00,2012-11-18 00:00:00,25,M,26,44657.0,679,13957,13278,1136 days 00:00:00.000000000,4269.180897887323,,0
1322,2013-02-19 00:00:00,2013-09-17 00:00:00,8,F,76,43416.0,35437,41631,6194,210 days 00:00:00.000000000,10773.135714285714,,0
1323,2013-06-06 00:00:00,2013-07-06 00:00:00,2,M,26,44312.0,25072,25729,657,30 days 00:00:00.000000000,7998.975,,0
1324,2009-10-20 00:00:00,2013-07-31 00:00:00,44,F,57,45230.0,30616,96910,66294,1380 days 00:00:00.000000000,17546.29239130435,,0
1325,2011-12-15 00:00:00,2013-08-06 00:00:00,19,M,64,43102.0,82546,101378,18832,600 days 00:00:00.000000000,11463.980000000001,248.43,1
1326,2012-10-28 00:00:00,2013-02-25 00:00:00,5,,112,44121.0,1848,9734,7886,120 days 00:00:00.000000000,24003.0125,,0
1327,2010-09-17 00:00:00,2011-03-08 00:00:00,7,M,30,44077.0,826,4662,3836,172 days 00:00:00.000000000,8145.924418604651,,0
1328,2011-05-20 00:00:00,2013-08-05 00:00:00,26,M,49,43147.0,81895,119470,37575,808 days 00:00:00.000000000,16985.481126237624,,0
1329,2010-02-16 00:00:00,2010-10-21 00:00:00,9,M,81,45429.0,10151,13181,3030,247 days 00:00:00.000000000,4480.597165991903,,0
1330,2010-11-26 00:00:00,2011-06-24 00:00:00,7,M,51,44065.0,7086,13957,6871,210 days 00:00:00.000000000,11950.632142857143,,0
1331,2009-10-25 00:00:00,2009-10-25 00:00:00,1,M,65,45113.0,65388,65388,0,0 days 00:00:00.000000000,,,0
1332,2009-09-19 00:00:00,2013-05-01 00:00:00,38,M,59,43567.0,1715,68175,66460,1320 days 00:00:00.000000000,18389.784090909092,,0
1333,2012-09-01 00:00:00,2013-05-28 00:00:00,9,M,61,45822.0,39349,48082,8733,269 days 00:00:00.000000000,11857.725836431227,,0
1334,2013-05-29 00:00:00,2013-08-15 00:00:00,4,M,60,45424.0,395,3858,3463,78 days 00:00:00.000000000,16216.163461538461,,0
1335,2013-01-29 00:00:00,2013-05-30 00:00:00,4,M,64,45039.0,723,885,162,121 days 00:00:00.000000000,489.0123966942149,,0
1336,2012-05-06 00:00:00,2013-08-29 00:00:00,15,M,30,43130.0,54661,63123,8462,480 days 00:00:00.000000000,6439.053125,693.65,1
1337,2012-03-09 00:00:00,2013-08-31 00:00:00,18,F,75,44870.0,27913,36985,9072,540 days 00:00:00.000000000,6136.200000000001,888.33,1
1338,2011-11-14 00:00:00,2013-09-03 00:00:00,23,M,77,44303.0,45427,57771,12344,659 days 00:00:00.000000000,6841.647951441579,,0
1339,2011-04-15 00:00:00,2011-10-12 00:00:00,7,F,43,44256.0,37,11031,10994,180 days 00:00:00.000000000,22308.658333333333,,0
1340,2011-01-11 00:00:00,2012-08-04 00:00:00,20,F,56,44256.0,11,6851,6840,571 days 00:00:00.000000000,4375.323992994746,,0
1341,2009-12-08 00:00:00,2013-09-17 00:00:00,45,M,60,44112.0,28271,63656,35385,1379 days 00:00:00.000000000,9372.277918781725,,0
1342,2010-08-27 00:00:00,2013-09-10 00:00:00,35,F,66,44420.0,1358,36573,35215,1110 days 00:00:00.000000000,11587.638513513513,,0
1343,2009-11-29 00:00:00,2010-05-27 00:00:00,6,M,56,44483.0,15537,18076,2539,179 days 00:00:00.000000000,5180.836592178771,,0
1344,2013-01-29 00:00:00,2013-08-27 00:00:00,8,F,45,44889.0,26861,37132,10271,210 days 00:00:00.000000000,17864.203571428574,,0
1345,2013-02-13 00:00:00,2013-03-15 00:00:00,2,M,66,43074.0,109276,109930,654,30 days 00:00:00.000000000,7962.450000000001,,0
1346,2011-05-03 00:00:00,2012-11-23 00:00:00,19,M,73,44452.0,20357,40120,19763,570 days 00:00:00.000000000,12663.922368421052,0.0,1
1347,2013-04-21 00:00:00,2013-05-31 00:00:00,2,M,75,44452.0,45605,48943,3338,40 days 00:00:00.000000000,30480.112500000003,,0
1348,2012-07-18 00:00:00,2013-07-27 00:00:00,13,M,42,45420.0,490,11425,10935,374 days 00:00:00.000000000,10679.167780748663,,0
1349,2013-03-18 00:00:00,2013-07-13 00:00:00,5,M,75,45383.0,30422,33563,3141,117 days 00:00:00.000000000,9805.557692307693,,0
1350,2011-03-31 00:00:00,2013-09-16 00:00:00,27,F,75,43055.0,1396,24264,22868,900 days 00:00:00.000000000,9280.596666666666,1182.45,1
1351,2013-07-09 00:00:00,2013-08-08 00:00:00,2,M,66,43102.0,48125,48990,865,30 days 00:00:00.000000000,10531.375,,0
1352,2010-10-05 00:00:00,2013-08-10 00:00:00,24,M,76,44012.0,1812,17662,15850,1040 days 00:00:00.000000000,5566.550480769231,,0
1353,2010-01-25 00:00:00,2011-06-20 00:00:00,18,F,46,45424.0,22366,52442,30076,511 days 00:00:00.000000000,21497.571428571428,,0
1354,2011-01-29 00:00:00,2011-06-27 00:00:00,6,F,50,44645.0,887,6961,6074,149 days 00:00:00.000000000,14889.453020134228,0.0,1
1355,2009-12-18 00:00:00,2010-09-11 00:00:00,8,F,49,44645.0,2968,4505,1537,267 days 00:00:00.000000000,2102.5814606741574,,0
1356,2011-05-10 00:00:00,2013-08-17 00:00:00,25,M,60,45503.0,4328,32037,27709,830 days 00:00:00.000000000,12193.629216867472,,0
1357,2011-06-12 00:00:00,2011-10-10 00:00:00,5,F,27,44130.0,362,4286,3924,120 days 00:00:00.000000000,11943.675000000001,,0
1358,2010-09-10 00:00:00,2011-03-30 00:00:00,7,F,31,44515.0,753,14720,13967,201 days 00:00:00.000000000,25380.332089552237,,0
1359,2010-04-24 00:00:00,2013-08-06 00:00:00,40,M,39,45430.0,3913,25274,21361,1200 days 00:00:00.000000000,6501.754375,,0
1360,2010-12-19 00:00:00,2012-01-13 00:00:00,12,M,33,43212.0,56,14224,14168,390 days 00:00:00.000000000,13268.876923076923,,0
1361,2010-02-21 00:00:00,2010-06-21 00:00:00,5,M,32,43212.0,24211,29037,4826,120 days 00:00:00.000000000,14689.1375,,0
1362,2009-10-26 00:00:00,2011-09-03 00:00:00,23,M,60,44060.0,8863,26021,17158,677 days 00:00:00.000000000,9256.956425406204,,0
1363,2012-09-09 00:00:00,2013-08-02 00:00:00,12,M,63,44060.0,4580,12992,8412,327 days 00:00:00.000000000,9395.97247706422,,0
1364,2011-10-25 00:00:00,2012-06-28 00:00:00,8,M,62,44060.0,424,4435,4011,247 days 00:00:00.000000000,5931.245951417004,,0
1365,2009-10-16 00:00:00,2012-05-15 00:00:00,16,M,67,43068.0,5371,24253,18882,942 days 00:00:00.000000000,7321.285031847134,,0
1366,2009-11-23 00:00:00,2010-01-22 00:00:00,3,F,49,44645.0,10584,12446,1862,60 days 00:00:00.000000000,11334.925000000001,,0
1367,2010-12-29 00:00:00,2011-04-28 00:00:00,5,F,50,44645.0,14,4204,4190,120 days 00:00:00.000000000,12753.3125,1708.32,1
1368,2012-04-10 00:00:00,2013-09-04 00:00:00,18,M,68,44432.0,2593,11966,9373,512 days 00:00:00.000000000,6686.50048828125,,0
1369,2011-07-02 00:00:00,2011-12-01 00:00:00,5,M,44,44044.0,64,7131,7067,152 days 00:00:00.000000000,16981.722039473683,,0
1370,2012-12-07 00:00:00,2013-04-02 00:00:00,5,M,73,43360.0,12360,17424,5064,116 days 00:00:00.000000000,15945.051724137931,,0
1371,2012-01-26 00:00:00,2012-02-25 00:00:00,2,M,20,43230.0,49759,50760,1001,30 days 00:00:00.000000000,12187.175000000001,,0
1372,2012-04-24 00:00:00,2013-09-17 00:00:00,17,M,56,45177.0,1106,11084,9978,511 days 00:00:00.000000000,7132.02446183953,,0
1373,2010-02-17 00:00:00,2012-02-15 00:00:00,19,M,54,45177.0,1156,13927,12771,728 days 00:00:00.000000000,6407.428228021978,,0
1374,2009-09-30 00:00:00,2012-01-18 00:00:00,28,F,45,45152.0,20000,54214,34214,840 days 00:00:00.000000000,14876.980357142858,,0
1375,2010-07-20 00:00:00,2013-04-04 00:00:00,29,F,24,44875.0,5509,17708,12199,989 days 00:00:00.000000000,4505.242416582407,,0
1376,2009-09-20 00:00:00,2013-04-02 00:00:00,42,M,60,45015.0,31436,54958,23522,1290 days 00:00:00.000000000,6660.008139534883,,0
1377,2009-10-02 00:00:00,2013-07-13 00:00:00,44,F,72,44145.0,56082,85732,29650,1380 days 00:00:00.000000000,7847.58152173913,707.93,1
1378,2009-09-11 00:00:00,2010-10-23 00:00:00,11,M,70,44212.0,89,9607,9518,407 days 00:00:00.000000000,8541.644963144963,,0
1379,2013-03-29 00:00:00,2013-08-26 00:00:00,6,F,59,44266.0,46561,53058,6497,150 days 00:00:00.000000000,15820.195000000002,,0
1380,2009-10-30 00:00:00,2012-11-05 00:00:00,37,M,69,45231.0,10533,23412,12879,1102 days 00:00:00.000000000,4268.65222323049,,0
1381,2012-03-19 00:00:00,2013-07-12 00:00:00,16,M,54,45690.0,111345,141116,29771,480 days 00:00:00.000000000,22653.8703125,,0
1382,2009-09-16 00:00:00,2010-08-12 00:00:00,12,F,63,45246.0,12913,19568,6655,330 days 00:00:00.000000000,7365.875,,0
1383,2009-09-14 00:00:00,2011-11-01 00:00:00,26,F,52,44233.0,90541,119201,28660,778 days 00:00:00.000000000,13455.096401028277,,0
1384,2009-08-08 00:00:00,2010-04-12 00:00:00,9,M,54,45053.0,511,4511,4000,247 days 00:00:00.000000000,5914.9797570850205,,0
1385,2011-02-12 00:00:00,2013-07-31 00:00:00,30,M,26,44224.0,199,22514,22315,900 days 00:00:00.000000000,9056.170833333334,,0
1386,2012-10-28 00:00:00,2013-09-23 00:00:00,12,F,57,43612.0,6362,14506,8144,330 days 00:00:00.000000000,9013.927272727273,644.25,1
1387,2011-07-16 00:00:00,2011-07-16 00:00:00,1,F,60,44203.0,26419,26419,0,0 days 00:00:00.000000000,,,0
1388,2009-08-16 00:00:00,2013-09-24 00:00:00,46,M,79,44236.0,9132,26703,17571,1500 days 00:00:00.000000000,4278.538500000001,8508.5,1
1389,2011-06-09 00:00:00,2013-01-19 00:00:00,18,F,39,44035.0,352,15081,14729,590 days 00:00:00.000000000,9118.249576271186,,0
1390,2010-09-12 00:00:00,2013-03-31 00:00:00,31,F,41,45067.0,626,56803,56177,931 days 00:00:00.000000000,22039.365467239528,8927.19,1
1391,2011-12-16 00:00:00,2013-07-26 00:00:00,14,F,91,44313.0,24737,28613,3876,588 days 00:00:00.000000000,2407.668367346939,,0
1392,2010-02-22 00:00:00,2012-08-10 00:00:00,30,M,58,43235.0,12180,30978,18798,900 days 00:00:00.000000000,7628.855,,0
1393,2010-01-19 00:00:00,2013-09-01 00:00:00,45,M,76,45011.0,22315,64903,42588,1321 days 00:00:00.000000000,11775.372445117337,,0
1394,2012-12-06 00:00:00,2013-09-02 00:00:00,8,M,71,45786.0,16479,22337,5858,270 days 00:00:00.000000000,7924.572222222223,,0
1395,2009-12-17 00:00:00,2010-04-08 00:00:00,4,M,69,45431.0,61482,64035,2553,112 days 00:00:00.000000000,8325.74330357143,,0
1396,2011-02-26 00:00:00,2011-02-26 00:00:00,1,F,66,45417.0,47939,47939,0,0 days 00:00:00.000000000,,,0
1397,2009-11-13 00:00:00,2010-02-15 00:00:00,4,M,79,44432.0,22,2794,2772,94 days 00:00:00.000000000,10770.989361702126,,0
1398,2011-08-26 00:00:00,2011-12-24 00:00:00,5,M,51,44401.0,357,4159,3802,120 days 00:00:00.000000000,11572.337500000001,,0
1399,2012-09-11 00:00:00,2013-09-07 00:00:00,12,M,71,43910.0,10174,32419,22245,361 days 00:00:00.000000000,22506.887119113573,,0
1400,2010-09-15 00:00:00,2011-07-13 00:00:00,11,M,69,43910.0,68014,79173,11159,301 days 00:00:00.000000000,13540.946013289036,,0
1401,2009-10-06 00:00:00,2009-11-05 00:00:00,2,F,55,43213.0,15432,16178,746,30 days 00:00:00.000000000,9082.550000000001,,0
1402,2011-12-30 00:00:00,2013-08-11 00:00:00,21,F,57,43213.0,708,16852,16144,590 days 00:00:00.000000000,9994.230508474577,,0
1403,2011-09-21 00:00:00,2011-11-25 00:00:00,3,F,19,44904.0,39681,42758,3077,65 days 00:00:00.000000000,17290.37307692308,,0
1404,2013-03-16 00:00:00,2013-07-14 00:00:00,4,M,52,44281.0,185,8370,8185,120 days 00:00:00.000000000,24913.09375,,0
1405,2011-07-02 00:00:00,2012-01-28 00:00:00,7,M,53,45152.0,230,9839,9609,210 days 00:00:00.000000000,16712.79642857143,,0
1406,2013-09-22 00:00:00,2013-09-22 00:00:00,1,M,41,45240.0,26856,26856,0,0 days 00:00:00.000000000,,,0
1407,2011-09-06 00:00:00,2011-12-24 00:00:00,3,M,86,44718.0,286,1389,1103,109 days 00:00:00.000000000,3696.061926605504,,0
1408,2009-11-21 00:00:00,2011-11-14 00:00:00,25,M,68,45335.0,20609,43341,22732,723 days 00:00:00.000000000,11483.904564315353,,0
1409,2009-08-29 00:00:00,2013-08-08 00:00:00,44,M,72,43209.0,43907,79558,35651,1440 days 00:00:00.000000000,9042.727604166666,,0
1410,2009-08-02 00:00:00,2011-02-23 00:00:00,14,,109,44483.0,25579,36240,10661,570 days 00:00:00.000000000,6831.456578947368,,0
1411,2010-07-21 00:00:00,2011-03-19 00:00:00,9,M,71,44903.0,149,8638,8489,241 days 00:00:00.000000000,12865.590248962655,525.0799999999999,1
1412,2011-09-17 00:00:00,2013-08-27 00:00:00,24,M,61,44136.0,815,45942,45127,710 days 00:00:00.000000000,23214.98133802817,,0
1413,2009-08-17 00:00:00,2011-06-08 00:00:00,21,M,66,45840.0,53212,86432,33220,660 days 00:00:00.000000000,18384.25,,0
1414,2011-07-17 00:00:00,2013-09-04 00:00:00,24,M,68,45840.0,167,37001,36834,780 days 00:00:00.000000000,17248.228846153845,,0
1415,2010-01-14 00:00:00,2013-08-26 00:00:00,41,,110,43085.0,26521,42954,16433,1320 days 00:00:00.000000000,4547.085795454545,,0
1416,2012-01-10 00:00:00,2012-07-30 00:00:00,5,M,44,45385.0,278,6742,6464,202 days 00:00:00.000000000,11688.0,,0
1417,2009-12-13 00:00:00,2013-09-23 00:00:00,45,M,50,45504.0,23856,78272,54416,1380 days 00:00:00.000000000,14402.495652173913,3412.92,1
1418,2012-08-08 00:00:00,2013-08-02 00:00:00,13,F,61,43232.0,59759,65683,5924,359 days 00:00:00.000000000,6027.133704735376,,0
1419,2011-02-09 00:00:00,2013-07-25 00:00:00,23,M,70,43616.0,5576,11108,5532,897 days 00:00:00.000000000,2252.5785953177256,,0
1420,2010-07-31 00:00:00,2011-06-16 00:00:00,12,,110,43718.0,1117,19583,18466,320 days 00:00:00.000000000,21077.2078125,353.92,1
1421,2012-09-21 00:00:00,2013-02-18 00:00:00,6,F,27,44451.0,673,5418,4745,150 days 00:00:00.000000000,11554.075,,0
1422,2013-09-06 00:00:00,2013-09-06 00:00:00,1,F,55,45440.0,536,536,0,0 days 00:00:00.000000000,,,0
1423,2011-10-25 00:00:00,2013-07-17 00:00:00,22,F,53,45440.0,3140,24189,21049,631 days 00:00:00.000000000,12184.06854199683,,0
1424,2011-05-18 00:00:00,2013-08-06 00:00:00,28,M,64,44212.0,6173,25951,19778,811 days 00:00:00.000000000,8907.416152897657,,0
1425,2010-02-10 00:00:00,2011-07-05 00:00:00,18,F,69,44012.0,17316,38376,21060,510 days 00:00:00.000000000,15082.676470588234,,0
1426,2011-04-06 00:00:00,2011-12-31 00:00:00,9,M,90,45502.0,71535,92769,21234,269 days 00:00:00.000000000,28831.667286245352,,0
1427,2013-05-07 00:00:00,2013-08-05 00:00:00,4,F,53,43452.0,219735,224759,5024,90 days 00:00:00.000000000,20389.06666666667,,0
1428,2011-10-04 00:00:00,2013-09-23 00:00:00,24,F,72,44484.0,1278,24469,23191,720 days 00:00:00.000000000,11764.601041666667,,0
1429,2009-09-28 00:00:00,2011-12-18 00:00:00,28,M,62,44425.0,2504,21383,18879,811 days 00:00:00.000000000,8502.533600493218,,0
1430,2012-02-05 00:00:00,2013-08-27 00:00:00,16,M,64,44425.0,4144,17526,13382,569 days 00:00:00.000000000,8590.115114235501,,0
1431,2012-04-18 00:00:00,2012-08-16 00:00:00,5,M,48,44839.0,118,5688,5570,120 days 00:00:00.000000000,16953.6875,,0
1432,2009-10-11 00:00:00,2011-09-07 00:00:00,14,M,69,44001.0,12188,20977,8789,696 days 00:00:00.000000000,4612.330818965517,,0
1433,2010-03-13 00:00:00,2010-11-08 00:00:00,9,M,59,43230.0,40862,46743,5881,240 days 00:00:00.000000000,8950.146875,,0
1434,2009-11-06 00:00:00,2011-04-05 00:00:00,18,M,75,43545.0,32836,41496,8660,515 days 00:00:00.000000000,6141.873786407767,,0
1435,2011-09-24 00:00:00,2012-05-20 00:00:00,9,M,62,45385.0,26098,27546,1448,239 days 00:00:00.000000000,2212.89539748954,,0
1436,2010-01-14 00:00:00,2010-08-12 00:00:00,8,F,37,44484.0,7872,11161,3289,210 days 00:00:00.000000000,5720.510714285714,,0
1437,2011-11-21 00:00:00,2012-09-07 00:00:00,10,M,39,44691.0,22553,32472,9919,291 days 00:00:00.000000000,12449.87886597938,,0
