DRIVER_ID,amin,amax,Nmonths,Gender,Age,ZIP,OdoStart,OdoEnd,DeltaOdo,DeltaDays,AnnualMileage,ClaimTot,ClaimFlag
15575,2011-11-25 00:00:00,2012-10-22 00:00:00,12,M,47,44286.0,277,10558,10281,332 days 00:00:00.000000000,11310.648343373494,,0
15576,2011-05-22 00:00:00,2013-09-09 00:00:00,29,M,68,44026.0,8374,27871,19497,841 days 00:00:00.000000000,8467.632877526754,,0
15577,2011-10-03 00:00:00,2012-10-27 00:00:00,11,F,62,44451.0,26588,40566,13978,390 days 00:00:00.000000000,13090.934615384615,,0
15578,2009-08-26 00:00:00,2013-09-07 00:00:00,49,M,71,45377.0,17656,52153,34497,1473 days 00:00:00.000000000,8553.99134419552,,0
15579,2013-04-03 00:00:00,2013-08-27 00:00:00,5,M,71,43019.0,436,3139,2703,146 days 00:00:00.000000000,6762.128424657534,,0
15580,2013-06-21 00:00:00,2013-08-20 00:00:00,3,F,51,43230.0,926,5281,4355,60 days 00:00:00.000000000,26511.0625,,0
15581,2012-03-23 00:00:00,2012-12-03 00:00:00,10,F,34,43015.0,12913,20405,7492,255 days 00:00:00.000000000,10731.188235294117,,0
15582,2013-01-07 00:00:00,2013-09-04 00:00:00,9,F,35,43015.0,62854,70226,7372,240 days 00:00:00.000000000,11219.2625,,0
15583,2009-10-18 00:00:00,2010-12-12 00:00:00,14,M,65,45840.0,6964,18028,11064,420 days 00:00:00.000000000,9621.728571428572,,0
15584,2012-08-12 00:00:00,2013-09-18 00:00:00,14,F,48,44137.0,380,5815,5435,402 days 00:00:00.000000000,4938.143656716417,,0
15585,2011-08-09 00:00:00,2011-11-07 00:00:00,4,M,47,44240.0,1499,4156,2657,90 days 00:00:00.000000000,10782.991666666667,,0
15586,2012-01-25 00:00:00,2012-12-20 00:00:00,12,F,40,44035.0,24017,45765,21748,330 days 00:00:00.000000000,24071.081818181818,4037.7499999999995,1
15587,2013-01-29 00:00:00,2013-03-30 00:00:00,3,F,41,44035.0,35719,39619,3900,60 days 00:00:00.000000000,23741.25,,0
15588,2012-06-15 00:00:00,2012-10-12 00:00:00,5,F,39,43054.0,10051,16092,6041,119 days 00:00:00.000000000,18541.80882352941,,0
15589,2010-03-16 00:00:00,2013-08-27 00:00:00,41,M,71,44444.0,47,28465,28418,1260 days 00:00:00.000000000,8237.836904761905,,0
15590,2009-10-26 00:00:00,2011-11-16 00:00:00,26,M,42,44484.0,97866,128709,30843,751 days 00:00:00.000000000,15000.540279627163,,0
15591,2010-05-08 00:00:00,2013-05-22 00:00:00,37,M,53,45032.0,50,72154,72104,1110 days 00:00:00.000000000,23726.113513513512,0.0,1
15592,2010-08-03 00:00:00,2011-11-17 00:00:00,16,M,63,43204.0,649,13036,12387,471 days 00:00:00.000000000,9605.842356687897,,0
15593,2013-04-09 00:00:00,2013-09-06 00:00:00,6,M,59,44030.0,4,4279,4275,150 days 00:00:00.000000000,10409.625,,0
15594,2009-11-10 00:00:00,2013-01-23 00:00:00,39,M,56,44030.0,229,33215,32986,1170 days 00:00:00.000000000,10297.552564102563,,0
15595,2013-01-02 00:00:00,2013-08-31 00:00:00,8,M,79,43130.0,832,4988,4156,241 days 00:00:00.000000000,6298.668049792531,,0
15596,2009-12-13 00:00:00,2011-03-08 00:00:00,16,F,33,44060.0,14955,25945,10990,450 days 00:00:00.000000000,8920.216666666667,,0
15597,2011-05-06 00:00:00,2011-10-12 00:00:00,6,M,66,44420.0,559,6848,6289,159 days 00:00:00.000000000,14446.900943396226,,0
15598,2011-05-03 00:00:00,2013-08-20 00:00:00,28,F,65,45373.0,52885,70306,17421,840 days 00:00:00.000000000,7575.024107142857,,0
15599,2012-08-04 00:00:00,2013-06-29 00:00:00,10,F,65,45226.0,1757,4926,3169,329 days 00:00:00.000000000,3518.167933130699,,0
15600,2011-07-17 00:00:00,2013-09-02 00:00:00,27,F,45,43016.0,322,20563,20241,778 days 00:00:00.000000000,9502.603149100256,,0
15601,2010-05-23 00:00:00,2013-09-05 00:00:00,20,M,55,44601.0,5069,29104,24035,1201 days 00:00:00.000000000,7309.561823480433,,0
15602,2009-09-10 00:00:00,2011-03-04 00:00:00,19,M,68,44135.0,33169,54449,21280,540 days 00:00:00.000000000,14393.555555555557,,0
15603,2011-09-01 00:00:00,2013-09-10 00:00:00,25,M,64,44135.0,390,26337,25947,740 days 00:00:00.000000000,12806.94831081081,0.0,1
15604,2011-06-12 00:00:00,2011-10-10 00:00:00,4,M,48,44255.0,2181,9228,7047,120 days 00:00:00.000000000,21449.30625,,0
15605,2010-06-08 00:00:00,2011-10-21 00:00:00,17,F,63,45103.0,496,15327,14831,500 days 00:00:00.000000000,10834.0455,,0
15606,2010-07-15 00:00:00,2010-09-13 00:00:00,3,F,42,44011.0,52333,54381,2048,60 days 00:00:00.000000000,12467.2,,0
15607,2010-01-08 00:00:00,2012-01-30 00:00:00,24,F,53,44144.0,31683,51971,20288,752 days 00:00:00.000000000,9853.978723404254,,0
15608,2012-03-27 00:00:00,2013-09-10 00:00:00,19,F,56,44144.0,456,14178,13722,532 days 00:00:00.000000000,9420.978383458647,,0
15609,2012-07-26 00:00:00,2013-08-20 00:00:00,14,M,49,45056.0,4661,21302,16641,390 days 00:00:00.000000000,15584.936538461538,1101.26,1
15610,2011-08-05 00:00:00,2012-07-30 00:00:00,12,M,40,45011.0,168565,182128,13563,360 days 00:00:00.000000000,13760.79375,,0
15611,2013-01-05 00:00:00,2013-03-11 00:00:00,3,F,55,43326.0,12181,12674,493,65 days 00:00:00.000000000,2770.2807692307692,,0
15612,2012-11-06 00:00:00,2013-08-03 00:00:00,10,M,72,45066.0,13195,22674,9479,270 days 00:00:00.000000000,12822.980555555556,,0
15613,2010-11-11 00:00:00,2013-08-31 00:00:00,26,M,72,45786.0,1434,22978,21544,1024 days 00:00:00.000000000,7684.517578125,,0
15614,2013-04-22 00:00:00,2013-08-20 00:00:00,5,M,65,44023.0,821,4253,3432,120 days 00:00:00.000000000,10446.15,,0
15615,2009-11-04 00:00:00,2011-04-28 00:00:00,18,M,81,44134.0,35823,57284,21461,540 days 00:00:00.000000000,14515.981944444446,,0
15616,2012-10-08 00:00:00,2013-09-04 00:00:00,12,F,45,44130.0,47,15404,15357,331 days 00:00:00.000000000,16946.05513595166,,0
15617,2013-07-02 00:00:00,2013-08-31 00:00:00,2,M,62,44612.0,18,2962,2944,60 days 00:00:00.000000000,17921.600000000002,,0
15618,2011-07-22 00:00:00,2013-09-09 00:00:00,27,M,60,45840.0,51912,89935,38023,780 days 00:00:00.000000000,17805.00096153846,,0
15619,2012-04-26 00:00:00,2012-09-20 00:00:00,6,F,24,45227.0,927,9660,8733,147 days 00:00:00.000000000,21698.83163265306,,0
15620,2013-08-14 00:00:00,2013-08-14 00:00:00,1,M,35,45135.0,16114,16114,0,0 days 00:00:00.000000000,,,0
15621,2013-03-13 00:00:00,2013-09-09 00:00:00,7,M,35,43050.0,7338,11528,4190,180 days 00:00:00.000000000,8502.208333333334,,0
15622,2011-05-24 00:00:00,2013-08-28 00:00:00,27,F,80,45692.0,22950,41576,18626,827 days 00:00:00.000000000,8226.295646916566,,0
15623,2012-10-24 00:00:00,2013-09-19 00:00:00,12,F,59,45231.0,75960,91475,15515,330 days 00:00:00.000000000,17172.284090909092,1755.6000000000001,1
15624,2012-09-01 00:00:00,2013-09-20 00:00:00,9,M,62,44312.0,3095,4685,1590,384 days 00:00:00.000000000,1512.36328125,,0
15625,2011-12-09 00:00:00,2012-05-07 00:00:00,6,M,66,43402.0,71435,89491,18056,150 days 00:00:00.000000000,43966.36,,0
15626,2012-05-19 00:00:00,2013-07-13 00:00:00,13,F,27,44077.0,18,12518,12500,420 days 00:00:00.000000000,10870.535714285716,,0
15627,2012-09-27 00:00:00,2013-08-22 00:00:00,12,F,37,45067.0,80819,95087,14268,329 days 00:00:00.000000000,15840.082066869301,0.0,1
15628,2009-10-25 00:00:00,2012-04-12 00:00:00,30,M,68,45744.0,2947,19215,16268,900 days 00:00:00.000000000,6602.096666666666,,0
15629,2012-06-15 00:00:00,2013-09-23 00:00:00,16,M,71,45744.0,400,5629,5229,465 days 00:00:00.000000000,4107.2951612903225,,0
15630,2012-03-02 00:00:00,2013-08-03 00:00:00,17,M,34,44512.0,6982,46950,39968,519 days 00:00:00.000000000,28127.76878612717,267.23,1
15631,2011-08-16 00:00:00,2012-05-11 00:00:00,10,M,71,44333.0,67464,74671,7207,269 days 00:00:00.000000000,9785.71282527881,,0
15632,2009-11-11 00:00:00,2013-09-11 00:00:00,46,F,34,45342.0,458,62740,62282,1400 days 00:00:00.000000000,16248.92892857143,,0
15633,2011-05-06 00:00:00,2013-09-06 00:00:00,28,M,67,45371.0,106,12644,12538,854 days 00:00:00.000000000,5362.4174473067915,,0
15634,2010-08-21 00:00:00,2013-09-08 00:00:00,34,M,57,45005.0,4272,11241,6969,1114 days 00:00:00.000000000,2284.943671454219,2088.26,1
15635,2009-12-02 00:00:00,2011-09-23 00:00:00,22,M,60,45118.0,274,25756,25482,660 days 00:00:00.000000000,14101.970454545455,,0
15636,2013-04-05 00:00:00,2013-08-03 00:00:00,5,M,65,45227.0,55784,57760,1976,120 days 00:00:00.000000000,6014.450000000001,,0
15637,2010-10-20 00:00:00,2011-01-18 00:00:00,4,F,61,44052.0,1143,2798,1655,90 days 00:00:00.000000000,6716.541666666667,,0
15638,2010-10-24 00:00:00,2013-06-07 00:00:00,29,M,61,44321.0,5049,12210,7161,957 days 00:00:00.000000000,2733.0775862068967,,0
15639,2012-06-21 00:00:00,2012-09-17 00:00:00,4,M,57,45013.0,240,4744,4504,88 days 00:00:00.000000000,18694.159090909092,3294.46,1
15640,2011-04-14 00:00:00,2013-08-30 00:00:00,29,M,79,45152.0,52020,110040,58020,869 days 00:00:00.000000000,24386.42692750288,,0
15641,2010-01-19 00:00:00,2012-02-07 00:00:00,25,M,68,43302.0,12659,24481,11822,749 days 00:00:00.000000000,5765.000667556743,,0
15642,2011-06-01 00:00:00,2013-08-19 00:00:00,26,M,60,45835.0,3569,30883,27314,810 days 00:00:00.000000000,12316.590740740741,1036.65,1
15643,2012-04-15 00:00:00,2012-04-15 00:00:00,1,M,67,44117.0,63662,63662,0,0 days 00:00:00.000000000,,,0
15644,2009-10-27 00:00:00,2010-05-25 00:00:00,8,M,84,44485.0,16812,24529,7717,210 days 00:00:00.000000000,13422.067857142858,,0
15645,2010-12-11 00:00:00,2013-05-13 00:00:00,28,M,39,44095.0,1121,60876,59755,884 days 00:00:00.000000000,24689.49519230769,,0
15646,2012-07-25 00:00:00,2013-02-20 00:00:00,7,M,62,45458.0,4419,11217,6798,210 days 00:00:00.000000000,11823.664285714287,,0
15647,2010-10-08 00:00:00,2012-11-27 00:00:00,23,M,43,45601.0,16718,26598,9880,781 days 00:00:00.000000000,4620.5761843790015,,0
15648,2011-08-16 00:00:00,2013-06-07 00:00:00,22,F,68,43026.0,310,14320,14010,661 days 00:00:00.000000000,7741.531770045385,,0
15649,2012-01-14 00:00:00,2012-10-23 00:00:00,9,M,38,43933.0,1036,9089,8053,283 days 00:00:00.000000000,10393.492049469965,,0
15650,2011-10-28 00:00:00,2013-09-17 00:00:00,23,M,44,44107.0,5355,22038,16683,690 days 00:00:00.000000000,8831.109782608695,,0
15651,2009-10-14 00:00:00,2011-01-07 00:00:00,16,M,42,44107.0,16235,27212,10977,450 days 00:00:00.000000000,8909.664999999999,,0
15652,2009-08-02 00:00:00,2013-09-10 00:00:00,40,M,62,44039.0,3611,25528,21917,1500 days 00:00:00.000000000,5336.789500000001,,0
15653,2011-04-05 00:00:00,2013-08-23 00:00:00,25,M,42,45140.0,62,26826,26764,871 days 00:00:00.000000000,11223.365097588978,,0
15654,2013-03-18 00:00:00,2013-08-15 00:00:00,5,M,51,43040.0,43603,49847,6244,150 days 00:00:00.000000000,15204.140000000001,,0
15655,2011-07-14 00:00:00,2011-07-14 00:00:00,1,M,37,44111.0,35242,35242,0,0 days 00:00:00.000000000,,,0
15656,2012-08-19 00:00:00,2013-08-14 00:00:00,13,M,22,45244.0,5233,10806,5573,360 days 00:00:00.000000000,5654.272916666667,,0
15657,2009-10-12 00:00:00,2013-08-23 00:00:00,44,M,66,44484.0,67544,114737,47193,1411 days 00:00:00.000000000,12216.331148121899,,0
15658,2011-05-20 00:00:00,2013-01-28 00:00:00,21,M,82,44035.0,2997,19528,16531,619 days 00:00:00.000000000,9754.358239095316,1099.5500000000002,1
15659,2009-09-21 00:00:00,2010-02-17 00:00:00,6,M,53,45344.0,16540,20404,3864,149 days 00:00:00.000000000,9471.986577181207,,0
15660,2010-04-10 00:00:00,2012-06-28 00:00:00,26,M,54,45344.0,116,18115,17999,810 days 00:00:00.000000000,8116.21574074074,,0
15661,2011-06-07 00:00:00,2011-09-08 00:00:00,4,M,72,45440.0,5819,6881,1062,93 days 00:00:00.000000000,4170.919354838709,,0
15662,2013-09-02 00:00:00,2013-09-02 00:00:00,1,F,69,45325.0,905,905,0,0 days 00:00:00.000000000,,,0
15663,2013-03-20 00:00:00,2013-08-16 00:00:00,5,F,73,45424.0,28824,30470,1646,149 days 00:00:00.000000000,4034.909395973154,,0
15664,2012-05-14 00:00:00,2013-09-05 00:00:00,16,F,55,45044.0,1249,4261,3012,479 days 00:00:00.000000000,2296.7286012526097,,0
15665,2010-05-04 00:00:00,2013-08-16 00:00:00,38,F,58,44663.0,22901,56937,34036,1200 days 00:00:00.000000000,10359.7075,,0
15666,2013-02-02 00:00:00,2013-09-02 00:00:00,8,M,70,44406.0,1215,8620,7405,212 days 00:00:00.000000000,12757.906839622641,,0
15667,2011-05-29 00:00:00,2012-11-19 00:00:00,19,F,39,45236.0,13197,28469,15272,540 days 00:00:00.000000000,10329.811111111112,,0
15668,2013-02-10 00:00:00,2013-08-10 00:00:00,7,F,40,45236.0,1542,9071,7529,181 days 00:00:00.000000000,15193.189226519336,,0
15669,2012-09-10 00:00:00,2013-08-06 00:00:00,12,F,61,44136.0,16624,19971,3347,330 days 00:00:00.000000000,3704.520454545455,,0
15670,2010-06-02 00:00:00,2011-05-28 00:00:00,11,M,67,44820.0,277,7336,7059,360 days 00:00:00.000000000,7161.94375,,0
15671,2011-07-20 00:00:00,2013-07-23 00:00:00,23,M,52,44446.0,27654,47352,19698,734 days 00:00:00.000000000,9802.036103542236,,0
15672,2010-06-22 00:00:00,2011-12-15 00:00:00,19,M,58,44846.0,40,11415,11375,541 days 00:00:00.000000000,7679.701940850277,,0
15673,2009-08-28 00:00:00,2013-08-07 00:00:00,49,F,64,45238.0,24824,72031,47207,1440 days 00:00:00.000000000,11973.858854166667,48.0,1
15674,2009-10-27 00:00:00,2011-03-21 00:00:00,17,M,79,44035.0,16655,24727,8072,510 days 00:00:00.000000000,5780.976470588235,,0
15675,2013-08-06 00:00:00,2013-09-05 00:00:00,2,M,73,44039.0,7387,7914,527,30 days 00:00:00.000000000,6416.225,,0
15676,2010-04-11 00:00:00,2012-08-13 00:00:00,28,M,69,44039.0,1378,23948,22570,855 days 00:00:00.000000000,9641.745614035088,,0
15677,2010-02-14 00:00:00,2013-08-21 00:00:00,39,M,83,44672.0,34728,47014,12286,1284 days 00:00:00.000000000,3494.9077102803735,,0
15678,2009-08-07 00:00:00,2010-01-05 00:00:00,6,M,83,44672.0,12636,13941,1305,151 days 00:00:00.000000000,3156.630794701987,,0
15679,2013-08-13 00:00:00,2013-08-13 00:00:00,1,F,61,43140.0,1535,1535,0,0 days 00:00:00.000000000,,,0
15680,2012-01-13 00:00:00,2013-08-05 00:00:00,20,M,57,45068.0,41004,75571,34567,570 days 00:00:00.000000000,22150.169736842105,,0
15681,2009-10-10 00:00:00,2012-02-28 00:00:00,29,M,57,43004.0,14041,48962,34921,871 days 00:00:00.000000000,14643.96699196326,,0
15682,2012-03-31 00:00:00,2013-08-04 00:00:00,18,M,59,43004.0,1084,20587,19503,491 days 00:00:00.000000000,14508.087067209775,,0
15683,2011-05-26 00:00:00,2013-08-13 00:00:00,27,M,69,44506.0,55787,83262,27475,810 days 00:00:00.000000000,12389.189814814814,778.96,1
15684,2011-09-16 00:00:00,2012-11-19 00:00:00,13,F,69,43615.0,278,3009,2731,430 days 00:00:00.000000000,2319.7622093023256,,0
15685,2011-02-25 00:00:00,2013-03-06 00:00:00,26,F,49,44133.0,204,26874,26670,740 days 00:00:00.000000000,13163.807432432432,,0
15686,2010-01-15 00:00:00,2011-01-10 00:00:00,13,F,48,44133.0,14164,28170,14006,360 days 00:00:00.000000000,14210.254166666668,,0
15687,2012-01-03 00:00:00,2013-09-22 00:00:00,19,F,71,45662.0,2114,11411,9297,628 days 00:00:00.000000000,5407.212181528662,,0
15688,2013-05-17 00:00:00,2013-08-29 00:00:00,4,M,34,45331.0,1085,6362,5277,104 days 00:00:00.000000000,18532.92548076923,,0
15689,2010-01-28 00:00:00,2010-05-26 00:00:00,5,M,32,44130.0,29222,33305,4083,118 days 00:00:00.000000000,12638.269067796611,,0
15690,2011-05-02 00:00:00,2013-09-19 00:00:00,26,F,64,43232.0,8180,34817,26637,871 days 00:00:00.000000000,11170.108208955224,,0
15691,2012-03-05 00:00:00,2013-08-27 00:00:00,18,F,57,45230.0,2047,26447,24400,540 days 00:00:00.000000000,16503.88888888889,,0
15692,2011-02-12 00:00:00,2013-02-01 00:00:00,24,M,55,45885.0,58,30556,30498,720 days 00:00:00.000000000,15471.38125,,0
15693,2012-04-22 00:00:00,2013-08-04 00:00:00,17,M,78,45801.0,1632,11950,10318,469 days 00:00:00.000000000,8035.499999999999,,0
15694,2013-03-02 00:00:00,2013-05-14 00:00:00,2,F,54,45404.0,32014,32984,970,73 days 00:00:00.000000000,4853.321917808219,,0
15695,2012-11-26 00:00:00,2013-08-23 00:00:00,10,F,18,43788.0,3288,15019,11731,270 days 00:00:00.000000000,15869.436111111112,,0
15696,2010-03-26 00:00:00,2011-01-21 00:00:00,10,M,41,45323.0,45,7067,7022,301 days 00:00:00.000000000,8520.882059800664,,0
15697,2011-02-23 00:00:00,2012-08-16 00:00:00,17,M,50,44212.0,2033,36991,34958,540 days 00:00:00.000000000,23645.20277777778,,0
15698,2010-03-03 00:00:00,2013-09-13 00:00:00,41,F,60,43062.0,8065,57549,49484,1290 days 00:00:00.000000000,14010.876744186047,,0
15699,2010-05-31 00:00:00,2010-09-28 00:00:00,4,M,35,45248.0,7926,10261,2335,120 days 00:00:00.000000000,7107.15625,,0
15700,2011-11-03 00:00:00,2012-03-01 00:00:00,5,M,63,43230.0,33109,34393,1284,119 days 00:00:00.000000000,3941.0168067226887,,0
15701,2012-12-08 00:00:00,2013-09-04 00:00:00,10,M,57,44437.0,37,7172,7135,270 days 00:00:00.000000000,9652.069444444445,,0
15702,2010-02-17 00:00:00,2012-11-03 00:00:00,34,M,54,44437.0,583,30624,30041,990 days 00:00:00.000000000,11083.308333333332,,0
15703,2010-10-31 00:00:00,2013-08-30 00:00:00,23,F,66,44705.0,6587,47846,41259,1034 days 00:00:00.000000000,14574.322775628627,392.03,1
15704,2011-03-02 00:00:00,2013-09-07 00:00:00,31,M,50,44401.0,1158,54041,52883,920 days 00:00:00.000000000,20995.12581521739,,0
15705,2012-01-30 00:00:00,2013-07-24 00:00:00,17,M,67,44824.0,62227,76327,14100,541 days 00:00:00.000000000,9519.454713493531,,0
15706,2010-01-13 00:00:00,2010-10-07 00:00:00,10,M,50,45769.0,24737,32058,7321,267 days 00:00:00.000000000,10014.963483146068,,0
15707,2011-12-13 00:00:00,2012-05-11 00:00:00,5,M,52,44095.0,30,5567,5537,150 days 00:00:00.000000000,13482.595000000001,,0
15708,2010-04-20 00:00:00,2010-06-11 00:00:00,3,M,53,44077.0,519,2547,2028,52 days 00:00:00.000000000,14244.749999999998,,0
15709,2011-11-18 00:00:00,2012-09-13 00:00:00,11,F,23,43452.0,83038,96688,13650,300 days 00:00:00.000000000,16618.875,,0
15710,2011-08-07 00:00:00,2012-10-22 00:00:00,15,F,38,44052.0,327,13447,13120,442 days 00:00:00.000000000,10841.80995475113,,0
15711,2011-01-15 00:00:00,2013-02-04 00:00:00,25,F,61,44149.0,16,15920,15904,751 days 00:00:00.000000000,7734.934753661783,,0
15712,2013-03-17 00:00:00,2013-09-17 00:00:00,6,F,63,44149.0,491,3698,3207,184 days 00:00:00.000000000,6366.069293478262,,0
15713,2012-07-07 00:00:00,2013-07-31 00:00:00,13,M,71,45744.0,2029,15585,13556,389 days 00:00:00.000000000,12728.352185089972,,0
15714,2010-04-03 00:00:00,2012-04-22 00:00:00,25,M,69,45744.0,45,27763,27718,750 days 00:00:00.000000000,13498.666000000001,,0
15715,2012-11-30 00:00:00,2013-07-28 00:00:00,8,M,54,44512.0,6198,11720,5522,240 days 00:00:00.000000000,8403.79375,,0
15716,2009-10-20 00:00:00,2010-04-18 00:00:00,7,M,34,45050.0,10883,24892,14009,180 days 00:00:00.000000000,28426.595833333336,,0
15717,2009-08-14 00:00:00,2013-09-24 00:00:00,48,M,63,43537.0,61982,118039,56057,1502 days 00:00:00.000000000,13631.703894806922,2245.3199999999997,1
15718,2012-07-06 00:00:00,2013-08-30 00:00:00,14,F,46,43566.0,15878,29259,13381,420 days 00:00:00.000000000,11636.691071428571,,0
15719,2010-11-14 00:00:00,2011-03-14 00:00:00,5,F,49,44133.0,27501,33731,6230,120 days 00:00:00.000000000,18962.5625,,0
15720,2010-12-17 00:00:00,2011-11-14 00:00:00,12,M,63,45750.0,30891,46146,15255,332 days 00:00:00.000000000,16782.797439759037,,0
15721,2011-09-21 00:00:00,2012-05-18 00:00:00,9,M,58,45069.0,4259,18966,14707,240 days 00:00:00.000000000,22382.215625,891.96,1
15722,2011-07-23 00:00:00,2013-05-13 00:00:00,22,F,66,44070.0,5087,27440,22353,660 days 00:00:00.000000000,12370.353409090909,,0
15723,2013-08-23 00:00:00,2013-08-23 00:00:00,1,F,68,44070.0,873,873,0,0 days 00:00:00.000000000,,,0
15724,2012-01-10 00:00:00,2012-05-30 00:00:00,5,M,44,45040.0,629,5801,5172,141 days 00:00:00.000000000,13397.68085106383,1187.9,1
15725,2011-04-23 00:00:00,2011-11-19 00:00:00,8,M,27,43235.0,5454,15026,9572,210 days 00:00:00.000000000,16648.442857142858,,0
15726,2011-03-21 00:00:00,2012-11-10 00:00:00,20,F,75,44903.0,40881,63656,22775,600 days 00:00:00.000000000,13864.28125,,0
15727,2012-12-15 00:00:00,2013-08-13 00:00:00,8,F,77,44903.0,32,9448,9416,241 days 00:00:00.000000000,14270.514522821575,,0
15728,2010-04-23 00:00:00,2013-08-04 00:00:00,37,F,61,44903.0,34,28179,28145,1199 days 00:00:00.000000000,8573.779190992494,541.9000000000001,1
15729,2010-01-05 00:00:00,2011-08-28 00:00:00,19,M,70,44420.0,161,13536,13375,600 days 00:00:00.000000000,8142.03125,328.4,1
15730,2013-01-02 00:00:00,2013-08-31 00:00:00,8,M,73,44420.0,478,3941,3463,241 days 00:00:00.000000000,5248.3848547717835,,0
15731,2009-08-21 00:00:00,2013-07-31 00:00:00,47,M,60,45459.0,23107,67703,44596,1440 days 00:00:00.000000000,11311.589583333334,6699.87,1
15732,2012-10-09 00:00:00,2013-09-05 00:00:00,12,M,68,43140.0,149,6617,6468,331 days 00:00:00.000000000,7137.271903323262,,0
15733,2010-09-09 00:00:00,2011-04-07 00:00:00,7,F,84,44515.0,220,2350,2130,210 days 00:00:00.000000000,3704.6785714285716,,0
15734,2009-10-19 00:00:00,2010-06-14 00:00:00,9,M,64,44484.0,30164,35211,5047,238 days 00:00:00.000000000,7745.448529411764,,0
15735,2011-09-22 00:00:00,2012-04-23 00:00:00,6,,111,44515.0,198531,200069,1538,214 days 00:00:00.000000000,2625.0210280373835,,0
15736,2009-11-20 00:00:00,2010-05-29 00:00:00,5,F,77,45459.0,3984,7261,3277,190 days 00:00:00.000000000,6299.601315789474,,0
15737,2011-09-21 00:00:00,2011-12-20 00:00:00,2,F,77,44907.0,1171,2992,1821,90 days 00:00:00.000000000,7390.225,,0
15738,2009-12-21 00:00:00,2010-12-28 00:00:00,12,M,74,45430.0,370,2121,1751,372 days 00:00:00.000000000,1719.2278225806451,,0
15739,2012-05-02 00:00:00,2013-08-25 00:00:00,16,M,63,43512.0,3585,31907,28322,480 days 00:00:00.000000000,21551.271875000002,,0
15740,2012-10-08 00:00:00,2013-09-03 00:00:00,12,F,59,44125.0,79467,86182,6715,330 days 00:00:00.000000000,7432.284090909091,,0
15741,2011-05-25 00:00:00,2013-09-10 00:00:00,29,F,48,45213.0,48606,79728,31122,839 days 00:00:00.000000000,13548.641835518474,,0
